//File Created from Spray glider sat file
//File updated on 06/26/2025 10:29
//Float ID: 25420901
//WMO ID: 25420901
//Missing data value = -1e10
//Data quality flags: 0=Good, 4=Questionable, 8=Bad, 1=Missing or not inspected 
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	QF	Pressure[dbar]	QF	Temperature[°C]	QF	Salinity[pss]	QF	Sigma_theta[kg/m^3]	QF	Depth[m]	QF	Oxygen[µmol/kg]	QF	OxygenSat[%]	QF	Nitrate[µmol/kg]	QF	Chl_a[mg/m^3]	QF	b_bp700[1/m]	QF	pHinsitu[Total]	QF	b_bp532[1/m]	QF	CDOM[ppb]	QF	TALK_CANYONB[µmol/kg]	QF	DIC_CANYONB[µmol/kg]	QF	pCO2_CANYONB[µatm]	QF	SAT_AR_CANYONB[]	QF	pH25C_1atm[Total]	QF	DOWNWELL_PAR[µmol Quanta/m^2/sec]	QF	DOWN_IRRAD380[W/m^2/nm]	QF	DOWN_IRRAD443[W/m^2/nm]	QF	DOWN_IRRAD490[W/m^2/nm]	QF	VRS[Volts]	QF	VRS_STD[Volts]	QF	VK[Volts]	QF	VK_STD[Volts]	QF	IK[nA]	QF	Ib[nA]	QF	PHIN_CANYONB[Total]	QF
25420901	1	C	04/04/2025	14:21	-74.846	35.810	0	30.10	0	17.2153	0	35.3750	0	1025.757	0	29.878	0	233.83	0	98.8	0	-1e10	0	0.9845	0	-1e10	0	8.1300	0	-1e10	0	-1e10	0	2337	0	2046	0	320.6	0	3.092	0	8.0130	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.921730	0	0.000012	0	-0.978500	0	0.000009	0	33.00	0	-0.08	0	8.0789	0
25420901	1	C	04/04/2025	14:21	-74.846	35.810	0	26.10	0	18.9367	0	35.8837	0	1025.719	0	25.908	0	227.32	0	99.5	0	-1e10	0	0.8789	0	-1e10	0	8.1050	0	-1e10	0	-1e10	0	2360	0	2064	0	345.4	0	3.180	0	8.0142	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.922330	0	0.000009	0	-0.976900	0	0.000013	0	33.00	0	-0.08	0	8.0875	0
25420901	1	C	04/04/2025	14:21	-74.846	35.810	0	22.10	0	19.7448	0	36.1216	0	1025.690	0	21.938	0	222.24	0	98.9	0	-1e10	0	0.8711	0	-1e10	0	8.0673	0	-1e10	0	-1e10	0	2372	0	2088	0	384.7	0	3.077	0	7.9890	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.924130	0	0.000020	0	-0.975700	0	0.000012	0	33.00	0	-0.07	0	8.0866	0
25420901	1	C	04/04/2025	14:21	-74.846	35.810	0	17.30	0	20.0720	0	36.2420	0	1025.695	0	17.173	0	220.41	0	98.8	0	-1e10	0	0.7348	0	-1e10	0	7.6390	0	-1e10	0	-1e10	0	2378	0	2287	0	1191.9	0	1.344	0	7.5722	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.948930	0	0.000039	0	-0.994500	0	0.000017	0	42.80	0	-0.06	0	8.0865	0
25420901	1	C	04/04/2025	14:21	-74.846	35.810	0	13.50	0	20.1760	0	36.2710	0	1025.690	0	13.401	0	220.49	0	99.0	0	-1e10	0	0.7220	0	-1e10	0	7.3018	0	-1e10	0	-1e10	0	2380	0	2404	0	2728.8	0	0.654	0	7.2467	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.968530	0	0.000009	0	-1.007500	0	0.000014	0	52.60	0	-0.06	0	8.0873	0
25420901	1	C	04/04/2025	14:21	-74.846	35.810	0	9.70	0	20.1760	0	36.2970	0	1025.709	0	9.629	0	220.57	0	99.1	0	-1e10	0	0.6220	0	-1e10	0	7.3024	0	-1e10	0	-1e10	0	2381	0	2405	0	2726.8	0	0.655	0	7.2472	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.968530	0	0.000013	0	-0.996500	0	0.000039	0	52.60	0	-0.06	0	8.0878	0
25420901	1	C	04/04/2025	14:21	-74.846	35.810	0	6.00	0	20.1760	0	36.2740	0	1025.691	0	5.956	0	220.51	0	99.0	0	-1e10	0	1.1207	0	-1e10	0	7.2990	0	-1e10	0	-1e10	0	2380	0	2405	0	2749.5	0	0.650	0	7.2437	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.968730	0	0.000009	0	-0.980700	0	0.000035	0	52.60	0	-0.05	0	8.0874	0
25420901	1	C	04/04/2025	14:21	-74.846	35.810	0																													
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	2.00	0	20.1710	0	36.2423	0	1025.668	0	1.985	0	212.87	0	95.6	0	-1e10	0	0.3786	0	-1e10	0	8.1532	0	-1e10	0	-1e10	0	2378	0	2036	0	302.6	0	3.654	0	8.0798	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.919010	0	0.000010	0	-0.983900	0	0.000009	0	38.30	0	-0.07	0	8.0763	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	5.40	0	20.1740	0	36.2439	0	1025.669	0	5.361	0	212.40	0	95.4	0	-1e10	0	0.4241	0	-1e10	0	8.1513	0	-1e10	0	-1e10	0	2378	0	2037	0	304.1	0	3.642	0	8.0782	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.919100	0	0.000012	0	-0.985600	0	0.000010	0	38.50	0	-0.06	0	8.0757	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	9.60	0	20.1208	0	36.2309	0	1025.673	0	9.530	0	212.33	0	95.2	0	-1e10	0	0.4665	0	-1e10	0	8.1484	0	-1e10	0	-1e10	0	2377	0	2039	0	306.5	0	3.614	0	8.0746	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.919280	0	0.000010	0	-0.986400	0	0.000006	0	39.40	0	-0.09	0	8.0752	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	14.20	0	20.0330	0	36.2155	0	1025.685	0	14.096	0	212.64	0	95.2	0	-1e10	0	0.5692	0	-1e10	0	8.1438	0	-1e10	0	-1e10	0	2376	0	2042	0	310.4	0	3.572	0	8.0689	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.919580	0	0.000011	0	-0.986900	0	0.000007	0	37.10	0	-0.08	0	8.0753	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	17.50	0	19.9310	0	36.1803	0	1025.686	0	17.372	0	213.43	0	95.4	0	-1e10	0	0.6169	0	-1e10	0	8.1366	0	-1e10	0	-1e10	0	2374	0	2046	0	316.7	0	3.511	0	8.0603	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.920030	0	0.000013	0	-0.987200	0	0.000009	0	38.30	0	-0.07	0	8.0756	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	22.00	0	19.6370	0	36.0817	0	1025.688	0	21.838	0	216.64	0	96.2	0	-1e10	0	0.7059	0	-1e10	0	8.1191	0	-1e10	0	-1e10	0	2370	0	2056	0	332.5	0	3.360	0	8.0386	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.921170	0	0.000010	0	-0.987400	0	0.000008	0	38.40	0	-0.08	0	8.0779	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	26.50	0	17.1125	0	35.3435	0	1025.757	0	26.305	0	231.26	0	97.5	0	-1e10	0	1.0710	0	-1e10	0	8.1221	0	-1e10	0	-1e10	0	2335	0	2051	0	327.8	0	3.035	0	8.0035	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.922250	0	0.000015	0	-0.986600	0	0.000010	0	37.30	0	-0.08	0	8.0736	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	29.70	0	13.9981	0	34.4749	0	1025.787	0	29.481	0	241.96	0	95.4	0	-1e10	0	1.2866	0	-1e10	0	8.1431	0	-1e10	0	-1e10	0	2295	0	2034	0	306.5	0	2.760	0	7.9771	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.922640	0	0.000015	0	-0.986400	0	0.000004	0	38.70	0	-0.07	0	8.0366	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	33.00	0	12.8330	0	34.2504	0	1025.850	0	32.757	0	244.59	0	94.0	0	-1e10	0	1.3538	0	-1e10	0	8.1364	0	-1e10	0	-1e10	0	2284	0	2039	0	311.0	0	2.599	0	7.9530	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.923690	0	0.000009	0	-0.986900	0	0.000003	0	37.70	0	-0.06	0	8.0174	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	37.90	0	12.4280	0	34.2335	0	1025.916	0	37.620	0	237.60	0	90.6	0	-1e10	0	0.9330	0	-1e10	0	8.1142	0	-1e10	0	-1e10	0	2282	0	2052	0	330.1	0	2.454	0	7.9253	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.925220	0	0.000019	0	-0.987600	0	0.000010	0	35.70	0	-0.08	0	7.9974	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	42.80	0	10.4900	0	33.9790	0	1026.075	0	42.484	0	232.23	0	84.8	0	-1e10	0	0.4387	0	-1e10	0	8.0802	0	-1e10	0	-1e10	0	2270	0	2071	0	359.3	0	2.128	0	7.8632	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.928340	0	0.000010	0	-0.989500	0	0.000010	0	36.90	0	-0.07	0	7.9455	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	46.00	0	10.3491	0	33.9852	0	1026.104	0	45.660	0	231.09	0	84.2	0	-1e10	0	0.8778	0	-1e10	0	8.0825	0	-1e10	0	-1e10	0	2270	0	2071	0	356.9	0	2.126	0	7.8634	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.928310	0	0.000017	0	-0.990000	0	0.000005	0	37.30	0	-0.03	0	7.9422	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	49.80	0	11.0375	0	34.2009	0	1026.151	0	49.431	0	222.92	0	82.5	0	-1e10	0	0.2455	0	-1e10	0	8.0615	0	-1e10	0	-1e10	0	2279	0	2084	0	378.6	0	2.106	0	7.8536	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929150	0	0.000014	0	-0.990400	0	0.000014	0	38.80	0	-0.05	0	7.9494	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	54.10	0	10.1950	0	34.0840	0	1026.207	0	53.699	0	222.92	0	81.0	0	-1e10	0	0.4950	0	-1e10	0	8.0588	0	-1e10	0	-1e10	0	2274	0	2086	0	380.0	0	2.023	0	7.8385	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929810	0	0.000010	0	-0.990900	0	0.000008	0	37.20	0	-0.07	0	7.9314	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	58.70	0	10.1588	0	34.0699	0	1026.203	0	58.264	0	220.90	0	80.2	0	-1e10	0	0.2139	0	-1e10	0	8.0604	0	-1e10	0	-1e10	0	2273	0	2085	0	378.1	0	2.025	0	7.8396	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929720	0	0.000010	0	-0.991100	0	0.000005	0	36.80	0	-0.09	0	7.9261	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	61.90	0	10.3958	0	34.1456	0	1026.221	0	61.440	0	218.08	0	79.6	0	-1e10	0	0.6154	0	-1e10	0	8.0561	0	-1e10	0	-1e10	0	2276	0	2088	0	382.8	0	2.030	0	7.8392	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929840	0	0.000014	0	-0.991500	0	0.000004	0	36.30	0	-0.09	0	7.9291	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	66.20	0	10.9058	0	34.2906	0	1026.245	0	65.707	0	214.48	0	79.2	0	-1e10	0	0.2901	0	-1e10	0	8.0572	0	-1e10	0	-1e10	0	2283	0	2089	0	382.6	0	2.081	0	7.8480	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929510	0	0.000010	0	-0.991500	0	0.000016	0	37.30	0	-0.10	0	7.9391	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	70.80	0	11.1450	0	34.3495	0	1026.248	0	70.272	0	211.86	0	78.7	0	-1e10	0	0.2135	0	-1e10	0	8.0558	0	-1e10	0	-1e10	0	2286	0	2090	0	384.3	0	2.097	0	7.8504	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929450	0	0.000009	0	-0.991600	0	0.000014	0	36.70	0	-0.07	0	7.9414	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	74.00	0	11.1075	0	34.3438	0	1026.250	0	73.447	0	210.32	0	78.1	0	-1e10	0	0.2232	0	-1e10	0	8.0577	0	-1e10	0	-1e10	0	2286	0	2090	0	382.2	0	2.100	0	7.8518	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929360	0	0.000009	0	-0.991600	0	0.000005	0	37.10	0	-0.06	0	7.9378	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	78.20	0	11.6667	0	34.5213	0	1026.286	0	77.615	0	204.09	0	76.7	0	-1e10	0	0.3378	0	-1e10	0	8.0528	0	-1e10	0	-1e10	0	2295	0	2095	0	388.4	0	2.135	0	7.8556	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929360	0	0.000010	0	-0.991900	0	0.000011	0	37.00	0	-0.08	0	7.9450	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	83.10	0	11.8067	0	34.6074	0	1026.326	0	82.478	0	199.16	0	75.1	0	-1e10	0	0.2223	0	-1e10	0	8.0392	0	-1e10	0	-1e10	0	2299	0	2104	0	403.1	0	2.095	0	7.8446	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.930090	0	0.000012	0	-0.992500	0	0.000011	0	36.40	0	-0.08	0	7.9436	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	85.90	0	11.7595	0	34.5893	0	1026.321	0	85.256	0	198.44	0	74.8	0	-1e10	0	0.2079	0	-1e10	0	8.0357	0	-1e10	0	-1e10	0	2298	0	2105	0	406.6	0	2.075	0	7.8406	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.930300	0	0.000012	0	-0.992700	0	0.000010	0	35.90	0	-0.10	0	7.9408	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	89.40	0	11.6460	0	34.5783	0	1026.334	0	88.729	0	197.39	0	74.2	0	-1e10	0	0.3673	0	-1e10	0	8.0319	0	-1e10	0	-1e10	0	2297	0	2107	0	410.4	0	2.049	0	7.8353	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.930580	0	0.000010	0	-0.992900	0	0.000008	0	37.00	0	-0.06	0	7.9373	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	94.30	0	11.3900	0	34.5295	0	1026.344	0	93.591	0	195.86	0	73.2	0	-1e10	0	0.2819	0	-1e10	0	8.0224	0	-1e10	0	-1e10	0	2295	0	2110	0	420.0	0	1.988	0	7.8225	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.931250	0	0.000012	0	-0.993300	0	0.000012	0	36.10	0	-0.08	0	7.9289	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	98.80	0	11.0338	0	34.4781	0	1026.368	0	98.056	0	192.34	0	71.3	0	-1e10	0	0.4610	0	-1e10	0	8.0070	0	-1e10	0	-1e10	0	2292	0	2117	0	436.3	0	1.900	0	7.8026	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.932320	0	0.000011	0	-0.994000	0	0.000016	0	36.50	0	-0.07	0	7.9151	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	104.60	0	10.5645	0	34.4993	0	1026.468	0	103.811	0	189.00	0	69.4	0	-1e10	0	0.2380	0	-1e10	0	7.9950	0	-1e10	0	-1e10	0	2292	0	2125	0	449.6	0	1.824	0	7.7843	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.933340	0	0.000010	0	-0.994900	0	0.000008	0	36.10	0	-0.07	0	7.9067	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	112.30	0	10.6038	0	34.6327	0	1026.566	0	111.451	0	184.40	0	67.8	0	-1e10	0	0.2652	0	-1e10	0	7.9887	0	-1e10	0	-1e10	0	2299	0	2133	0	457.6	0	1.811	0	7.7791	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.933760	0	0.000009	0	-0.995700	0	0.000007	0	35.50	0	-0.07	0	7.9103	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	116.70	0	10.5970	0	34.6496	0	1026.580	0	115.817	0	181.67	0	66.8	0	-1e10	0	0.2570	0	-1e10	0	7.9877	0	-1e10	0	-1e10	0	2300	0	2134	0	458.7	0	1.807	0	7.7782	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.933830	0	0.000018	0	-0.996600	0	0.000011	0	34.20	0	-0.06	0	7.9070	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	118.40	0	10.5539	0	34.6775	0	1026.610	0	117.503	0	183.41	0	67.4	0	-1e10	0	0.2235	0	-1e10	0	7.9834	0	-1e10	0	-1e10	0	2301	0	2137	0	463.9	0	1.790	0	7.7735	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.934120	0	0.000010	0	-0.996800	0	0.000009	0	35.40	0	-0.07	0	7.9120	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	112.20	0	10.6030	0	34.6261	0	1026.561	0	111.352	0	190.06	0	69.9	0	-1e10	0	0.2339	0	-1e10	0	7.9929	0	-1e10	0	-1e10	0	2299	0	2131	0	452.6	0	1.825	0	7.7831	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.933520	0	0.000011	0	-0.997000	0	0.000008	0	34.70	0	-0.07	0	7.9198	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	103.00	0	10.5900	0	34.5050	0	1026.468	0	102.224	0	200.17	0	73.6	0	-1e10	0	0.3070	0	-1e10	0	8.0147	0	-1e10	0	-1e10	0	2293	0	2117	0	427.2	0	1.899	0	7.8036	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.932220	0	0.000014	0	-0.996500	0	0.000010	0	33.90	0	-0.07	0	7.9282	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	97.40	0	11.0750	0	34.4933	0	1026.373	0	96.667	0	203.83	0	75.7	0	-1e10	0	0.4803	0	-1e10	0	8.0355	0	-1e10	0	-1e10	0	2293	0	2105	0	405.1	0	2.014	0	7.8306	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.930700	0	0.000009	0	-0.995700	0	0.000011	0	33.60	0	-0.07	0	7.9385	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	94.40	0	11.3145	0	34.5148	0	1026.346	0	93.690	0	204.71	0	76.4	0	-1e10	0	0.2956	0	-1e10	0	8.0410	0	-1e10	0	-1e10	0	2294	0	2102	0	399.7	0	2.056	0	7.8394	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.930240	0	0.000016	0	-0.995500	0	0.000012	0	33.50	0	-0.07	0	7.9438	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	91.40	0	11.5820	0	34.5727	0	1026.342	0	90.714	0	204.84	0	76.9	0	-1e10	0	0.2135	0	-1e10	0	8.0410	0	-1e10	0	-1e10	0	2297	0	2103	0	400.4	0	2.081	0	7.8433	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.930100	0	0.000013	0	-0.995500	0	0.000006	0	33.10	0	-0.06	0	7.9504	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	85.60	0	11.7170	0	34.5833	0	1026.325	0	84.958	0	208.77	0	78.6	0	-1e10	0	0.2785	0	-1e10	0	8.0485	0	-1e10	0	-1e10	0	2298	0	2099	0	392.9	0	2.124	0	7.8524	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929600	0	0.000009	0	-0.995200	0	0.000009	0	33.30	0	-0.06	0	7.9592	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	81.50	0	11.8213	0	34.5603	0	1026.287	0	80.890	0	212.09	0	80.0	0	-1e10	0	0.2710	0	-1e10	0	8.0506	0	-1e10	0	-1e10	0	2297	0	2097	0	390.9	0	2.140	0	7.8558	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929400	0	0.000009	0	-0.994900	0	0.000007	0	32.70	0	-0.06	0	7.9646	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	78.70	0	11.2405	0	34.4026	0	1026.272	0	78.111	0	216.78	0	80.7	0	-1e10	0	0.2241	0	-1e10	0	8.0530	0	-1e10	0	-1e10	0	2289	0	2093	0	387.2	0	2.095	0	7.8494	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929560	0	0.000011	0	-0.994900	0	0.000009	0	32.90	0	-0.08	0	7.9570	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	74.50	0	10.9480	0	34.3153	0	1026.257	0	73.944	0	219.61	0	81.2	0	-1e10	0	0.2048	0	-1e10	0	8.0536	0	-1e10	0	-1e10	0	2284	0	2091	0	386.1	0	2.070	0	7.8455	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929680	0	0.000013	0	-0.995000	0	0.000008	0	32.80	0	-0.07	0	7.9529	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	70.50	0	10.9488	0	34.3078	0	1026.250	0	69.974	0	221.91	0	82.1	0	-1e10	0	0.2719	0	-1e10	0	8.0542	0	-1e10	0	-1e10	0	2284	0	2091	0	385.6	0	2.073	0	7.8459	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929650	0	0.000010	0	-0.995000	0	0.000017	0	33.10	0	-0.06	0	7.9566	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	66.50	0	10.7155	0	34.2305	0	1026.232	0	66.005	0	226.82	0	83.4	0	-1e10	0	0.4494	0	-1e10	0	8.0590	0	-1e10	0	-1e10	0	2281	0	2088	0	380.4	0	2.070	0	7.8469	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929500	0	0.000010	0	-0.994800	0	0.000008	0	32.60	0	-0.06	0	7.9582	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	61.50	0	10.2013	0	34.0905	0	1026.212	0	61.043	0	234.05	0	85.0	0	-1e10	0	0.3139	0	-1e10	0	8.0660	0	-1e10	0	-1e10	0	2274	0	2083	0	372.6	0	2.052	0	7.8458	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929380	0	0.000009	0	-0.994500	0	0.000009	0	32.60	0	-0.07	0	7.9570	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	57.60	0	10.1080	0	34.0655	0	1026.208	0	57.172	0	237.68	0	86.2	0	-1e10	0	0.3448	0	-1e10	0	8.0745	0	-1e10	0	-1e10	0	2273	0	2079	0	364.3	0	2.079	0	7.8525	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.928960	0	0.000015	0	-0.994300	0	0.000015	0	32.20	0	-0.06	0	7.9614	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	54.10	0	10.2355	0	34.0951	0	1026.209	0	53.699	0	241.27	0	87.7	0	-1e10	0	0.3438	0	-1e10	0	8.0863	0	-1e10	0	-1e10	0	2275	0	2075	0	353.5	0	2.140	0	7.8657	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.928240	0	0.000011	0	-0.993800	0	0.000009	0	32.30	0	-0.07	0	7.9723	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	49.30	0	10.7647	0	34.1791	0	1026.182	0	48.935	0	246.36	0	90.7	0	-1e10	0	0.2291	0	-1e10	0	8.0958	0	-1e10	0	-1e10	0	2279	0	2070	0	345.5	0	2.229	0	7.8827	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.927400	0	0.000009	0	-0.993400	0	0.000010	0	32.40	0	-0.07	0	7.9943	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	45.60	0	10.3833	0	34.0692	0	1026.163	0	45.263	0	266.16	0	97.1	0	-1e10	0	0.4710	0	-1e10	0	8.1250	0	-1e10	0	-1e10	0	2275	0	2056	0	319.1	0	2.320	0	7.9051	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.925960	0	0.000017	0	-0.992600	0	0.000010	0	32.30	0	-0.06	0	8.0246	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	42.20	0	12.3003	0	34.3377	0	1026.022	0	41.888	0	265.28	0	100.9	0	-1e10	0	0.7644	0	-1e10	0	8.1676	0	-1e10	0	-1e10	0	2288	0	2030	0	285.7	0	2.711	0	7.9756	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.922360	0	0.000017	0	-0.990700	0	0.000006	0	32.00	0	-0.08	0	8.0587	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	37.60	0	13.7780	0	34.5604	0	1025.899	0	37.323	0	259.85	0	102.1	0	-1e10	0	1.2490	0	-1e10	0	8.1874	0	-1e10	0	-1e10	0	2299	0	2016	0	271.2	0	2.979	0	8.0175	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.920320	0	0.000011	0	-0.989500	0	0.000010	0	32.10	0	-0.08	0	8.0733	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	34.10	0	14.6600	0	34.7415	0	1025.852	0	33.849	0	255.12	0	102.1	0	-1e10	0	1.3309	0	-1e10	0	8.1980	0	-1e10	0	-1e10	0	2308	0	2008	0	263.7	0	3.146	0	8.0413	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.919210	0	0.000013	0	-0.989000	0	0.000011	0	30.80	0	-0.07	0	8.0796	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	30.70	0	17.8187	0	35.5740	0	1025.763	0	30.474	0	237.70	0	101.7	0	-1e10	0	0.9859	0	-1e10	0	8.1775	0	-1e10	0	-1e10	0	2346	0	2019	0	280.7	0	3.452	0	8.0691	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918700	0	0.000013	0	-0.989000	0	0.000009	0	32.00	0	-0.08	0	8.0918	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	26.40	0	19.0480	0	35.9101	0	1025.710	0	26.206	0	227.83	0	100.0	0	-1e10	0	0.7947	0	-1e10	0	8.1706	0	-1e10	0	-1e10	0	2361	0	2023	0	286.7	0	3.588	0	8.0809	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918460	0	0.000013	0	-0.988100	0	0.000010	0	32.30	0	-0.07	0	8.0890	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	21.90	0	19.6040	0	36.1137	0	1025.721	0	21.739	0	223.67	0	99.3	0	-1e10	0	0.7668	0	-1e10	0	8.1687	0	-1e10	0	-1e10	0	2372	0	2027	0	288.8	0	3.665	0	8.0873	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918340	0	0.000012	0	-0.987000	0	0.000007	0	32.40	0	-0.09	0	8.0881	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	17.40	0	19.9500	0	36.2191	0	1025.710	0	17.272	0	221.28	0	98.9	0	-1e10	0	0.7107	0	-1e10	0	8.1670	0	-1e10	0	-1e10	0	2377	0	2029	0	290.4	0	3.709	0	8.0908	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918280	0	0.000012	0	-0.985800	0	0.000008	0	32.20	0	-0.08	0	8.0872	0
