//File Created from Spray glider sat file
//File updated on 06/26/2025 10:29
//Float ID: 25420901
//WMO ID: 25420901
//Missing data value = -1e10
//Data quality flags: 0=Good, 4=Questionable, 8=Bad, 1=Missing or not inspected 
Cruise	Station	Type	mon/day/yr	hh:mm	Lon [°E]	Lat [°N]	QF	Pressure[dbar]	QF	Temperature[°C]	QF	Salinity[pss]	QF	Sigma_theta[kg/m^3]	QF	Depth[m]	QF	Oxygen[µmol/kg]	QF	OxygenSat[%]	QF	Nitrate[µmol/kg]	QF	Chl_a[mg/m^3]	QF	b_bp700[1/m]	QF	pHinsitu[Total]	QF	b_bp532[1/m]	QF	CDOM[ppb]	QF	TALK_CANYONB[µmol/kg]	QF	DIC_CANYONB[µmol/kg]	QF	pCO2_CANYONB[µatm]	QF	SAT_AR_CANYONB[]	QF	pH25C_1atm[Total]	QF	DOWNWELL_PAR[µmol Quanta/m^2/sec]	QF	DOWN_IRRAD380[W/m^2/nm]	QF	DOWN_IRRAD443[W/m^2/nm]	QF	DOWN_IRRAD490[W/m^2/nm]	QF	VRS[Volts]	QF	VRS_STD[Volts]	QF	VK[Volts]	QF	VK_STD[Volts]	QF	IK[nA]	QF	Ib[nA]	QF	PHIN_CANYONB[Total]	QF
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	13.40	0	20.0780	0	36.2442	0	1025.695	0	13.302	0	220.78	0	98.9	0	-1e10	0	0.5806	0	-1e10	0	8.1671	0	-1e10	0	-1e10	0	2378	0	2028	0	290.5	0	3.728	0	8.0926	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918220	0	0.000011	0	-0.984400	0	0.000010	0	32.00	0	-0.08	0	8.0871	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	9.70	0	20.1660	0	36.2578	0	1025.682	0	9.629	0	219.87	0	98.7	0	-1e10	0	0.5054	0	-1e10	0	8.1669	0	-1e10	0	-1e10	0	2379	0	2028	0	290.8	0	3.741	0	8.0937	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918190	0	0.000008	0	-0.982500	0	0.000011	0	32.00	0	-0.09	0	8.0862	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0	6.20	0	20.1968	0	36.2781	0	1025.689	0	6.155	0	219.18	0	98.5	0	-1e10	0	0.6465	0	-1e10	0	8.1681	0	-1e10	0	-1e10	0	2380	0	2028	0	289.9	0	3.756	0	8.0952	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918130	0	0.000010	0	-0.979500	0	0.000008	0	30.90	0	-0.09	0	8.0857	0
25420901	2	C	04/04/2025	15:06	-74.839	35.812	0																													
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	1.90	0	20.1010	0	36.1875	0	1025.645	0	1.886	0	215.70	0	96.7	0	-1e10	0	0.3818	0	-1e10	0	8.1561	0	-1e10	0	-1e10	0	2375	0	2033	0	300.0	0	3.658	0	8.0816	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918850	0	0.000012	0	-0.985300	0	0.000010	0	40.20	0	-0.09	0	8.0794	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	5.60	0	20.0895	0	36.1956	0	1025.655	0	5.559	0	214.18	0	96.0	0	-1e10	0	0.4176	0	-1e10	0	8.1536	0	-1e10	0	-1e10	0	2375	0	2035	0	302.0	0	3.641	0	8.0792	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.918990	0	0.000009	0	-0.985800	0	0.000007	0	40.30	0	-0.09	0	8.0773	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	9.60	0	20.0580	0	36.1906	0	1025.659	0	9.530	0	213.69	0	95.7	0	-1e10	0	0.5052	0	-1e10	0	8.1519	0	-1e10	0	-1e10	0	2375	0	2036	0	303.3	0	3.624	0	8.0771	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.919090	0	0.000011	0	-0.986000	0	0.000012	0	39.60	0	-0.08	0	8.0765	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	13.60	0	20.0494	0	36.1806	0	1025.654	0	13.500	0	213.34	0	95.5	0	-1e10	0	0.5340	0	-1e10	0	8.1485	0	-1e10	0	-1e10	0	2375	0	2038	0	306.2	0	3.599	0	8.0737	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.919270	0	0.000013	0	-0.986200	0	0.000006	0	40.50	0	-0.08	0	8.0758	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	18.00	0	19.9419	0	36.1749	0	1025.679	0	17.868	0	213.24	0	95.3	0	-1e10	0	0.5785	0	-1e10	0	8.1443	0	-1e10	0	-1e10	0	2374	0	2041	0	309.8	0	3.558	0	8.0681	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.919570	0	0.000010	0	-0.986200	0	0.000008	0	39.80	0	-0.09	0	8.0753	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	22.80	0	19.8860	0	36.1440	0	1025.670	0	22.633	0	213.71	0	95.4	0	-1e10	0	0.6399	0	-1e10	0	8.1318	0	-1e10	0	-1e10	0	2373	0	2048	0	320.7	0	3.470	0	8.0551	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.920290	0	0.000012	0	-0.986300	0	0.000009	0	40.10	0	-0.09	0	8.0753	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	26.30	0	19.7355	0	36.0860	0	1025.666	0	26.107	0	214.98	0	95.7	0	-1e10	0	0.6832	0	-1e10	0	8.1141	0	-1e10	0	-1e10	0	2370	0	2058	0	336.9	0	3.340	0	8.0354	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.921370	0	0.000013	0	-0.986300	0	0.000012	0	40.50	0	-0.08	0	8.0758	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	29.60	0	18.0255	0	35.6212	0	1025.748	0	29.382	0	221.64	0	95.3	0	-1e10	0	1.0135	0	-1e10	0	8.1082	0	-1e10	0	-1e10	0	2347	0	2060	0	341.3	0	3.076	0	8.0037	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.922590	0	0.000020	0	-0.985800	0	0.000012	0	40.40	0	-0.08	0	8.0701	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	34.20	0	13.1694	0	34.3348	0	1025.849	0	33.948	0	237.91	0	92.2	0	-1e10	0	1.2869	0	-1e10	0	8.1254	0	-1e10	0	-1e10	0	2288	0	2044	0	320.9	0	2.582	0	7.9474	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.924130	0	0.000014	0	-0.986000	0	0.000011	0	40.00	0	-0.08	0	8.0121	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	38.80	0	11.8278	0	34.1282	0	1025.949	0	38.514	0	237.05	0	89.2	0	-1e10	0	0.7468	0	-1e10	0	8.1114	0	-1e10	0	-1e10	0	2277	0	2053	0	331.9	0	2.382	0	7.9136	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.925730	0	0.000011	0	-0.986900	0	0.000009	0	39.80	0	-0.06	0	7.9823	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	41.80	0	11.8150	0	34.1875	0	1025.998	0	41.491	0	231.96	0	87.3	0	-1e10	0	0.5266	0	-1e10	0	8.1052	0	-1e10	0	-1e10	0	2280	0	2058	0	337.6	0	2.357	0	7.9074	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.926130	0	0.000010	0	-0.987200	0	0.000010	0	40.50	0	-0.08	0	7.9756	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	46.30	0	11.9544	0	34.3442	0	1026.093	0	45.957	0	225.44	0	85.2	0	-1e10	0	0.2321	0	-1e10	0	8.0895	0	-1e10	0	-1e10	0	2287	0	2070	0	352.8	0	2.309	0	7.8944	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.927030	0	0.000010	0	-0.987700	0	0.000008	0	39.60	0	-0.07	0	7.9749	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	50.80	0	11.6400	0	34.2987	0	1026.117	0	50.424	0	222.56	0	83.5	0	-1e10	0	0.7628	0	-1e10	0	8.0774	0	-1e10	0	-1e10	0	2284	0	2076	0	363.8	0	2.227	0	7.8781	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.927890	0	0.000017	0	-0.987900	0	0.000007	0	38.70	0	-0.08	0	7.9627	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	54.80	0	10.6320	0	34.1387	0	1026.174	0	54.393	0	223.94	0	82.2	0	-1e10	0	0.2050	0	-1e10	0	8.0695	0	-1e10	0	-1e10	0	2276	0	2080	0	369.9	0	2.103	0	7.8554	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.928930	0	0.000008	0	-0.988400	0	0.000004	0	39.50	0	-0.08	0	7.9429	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	58.10	0	10.3030	0	34.0850	0	1026.190	0	57.668	0	222.76	0	81.1	0	-1e10	0	0.1945	0	-1e10	0	8.0625	0	-1e10	0	-1e10	0	2274	0	2083	0	376.2	0	2.045	0	7.8438	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929510	0	0.000009	0	-0.988900	0	0.000012	0	39.10	0	-0.06	0	7.9329	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	61.30	0	10.2254	0	34.0874	0	1026.205	0	60.844	0	222.00	0	80.7	0	-1e10	0	0.2135	0	-1e10	0	8.0616	0	-1e10	0	-1e10	0	2274	0	2084	0	376.9	0	2.035	0	7.8419	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929610	0	0.000009	0	-0.989000	0	0.000016	0	38.80	0	-0.06	0	7.9310	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	66.10	0	10.3552	0	34.1305	0	1026.217	0	65.608	0	219.54	0	80.1	0	-1e10	0	1.1025	0	-1e10	0	8.0702	0	-1e10	0	-1e10	0	2276	0	2081	0	368.5	0	2.081	0	7.8523	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929050	0	0.000007	0	-0.988900	0	0.000012	0	39.80	0	-0.07	0	7.9312	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	71.00	0	11.6231	0	34.4577	0	1026.244	0	70.470	0	212.99	0	80.0	0	-1e10	0	0.2280	0	-1e10	0	8.0661	0	-1e10	0	-1e10	0	2292	0	2087	0	374.8	0	2.184	0	7.8675	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.928610	0	0.000010	0	-0.988800	0	0.000014	0	39.50	0	-0.08	0	7.9567	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	74.30	0	11.5875	0	34.4420	0	1026.239	0	73.745	0	211.21	0	79.2	0	-1e10	0	1.0387	0	-1e10	0	8.0676	0	-1e10	0	-1e10	0	2291	0	2086	0	373.1	0	2.186	0	7.8686	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.928530	0	0.000015	0	-0.988800	0	0.000004	0	40.40	0	-0.08	0	7.9520	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	77.30	0	11.8173	0	34.4838	0	1026.228	0	76.722	0	207.57	0	78.3	0	-1e10	0	1.0125	0	-1e10	0	8.0661	0	-1e10	0	-1e10	0	2293	0	2087	0	374.8	0	2.200	0	7.8707	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.928470	0	0.000012	0	-0.988900	0	0.000006	0	39.60	0	-0.08	0	7.9504	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	82.20	0	12.3605	0	34.6308	0	1026.239	0	81.585	0	202.27	0	77.2	0	-1e10	0	0.2594	0	-1e10	0	8.0489	0	-1e10	0	-1e10	0	2300	0	2097	0	393.4	0	2.179	0	7.8622	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929160	0	0.000013	0	-0.989300	0	0.000004	0	40.00	0	-0.07	0	7.9560	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	87.00	0	11.9510	0	34.5737	0	1026.273	0	86.348	0	200.15	0	75.7	0	-1e10	0	0.2175	0	-1e10	0	8.0351	0	-1e10	0	-1e10	0	2297	0	2103	0	407.2	0	2.085	0	7.8429	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.930180	0	0.000012	0	-0.989700	0	0.000011	0	39.80	0	-0.08	0	7.9448	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	90.30	0	11.2273	0	34.4414	0	1026.305	0	89.622	0	200.75	0	74.7	0	-1e10	0	0.2070	0	-1e10	0	8.0359	0	-1e10	0	-1e10	0	2290	0	2102	0	404.8	0	2.025	0	7.8331	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.930540	0	0.000007	0	-0.989900	0	0.000004	0	39.90	0	-0.07	0	7.9294	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	93.60	0	11.2385	0	34.4544	0	1026.313	0	92.897	0	198.03	0	73.8	0	-1e10	0	0.2355	0	-1e10	0	8.0298	0	-1e10	0	-1e10	0	2291	0	2105	0	411.3	0	2.001	0	7.8274	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.930880	0	0.000008	0	-0.990100	0	0.000013	0	40.60	0	-0.06	0	7.9256	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	96.90	0	11.1240	0	34.4381	0	1026.321	0	96.171	0	195.13	0	72.5	0	-1e10	0	0.2180	0	-1e10	0	8.0210	0	-1e10	0	-1e10	0	2290	0	2109	0	420.6	0	1.957	0	7.8173	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.931440	0	0.000012	0	-0.990400	0	0.000008	0	39.30	0	-0.08	0	7.9178	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	103.50	0	10.4930	0	34.3981	0	1026.402	0	102.720	0	190.38	0	69.8	0	-1e10	0	0.2340	0	-1e10	0	7.9973	0	-1e10	0	-1e10	0	2287	0	2121	0	446.2	0	1.821	0	7.7855	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.933180	0	0.000013	0	-0.991600	0	0.000008	0	39.70	0	-0.08	0	7.8996	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	112.50	0	10.4720	0	34.5255	0	1026.505	0	111.650	0	183.73	0	67.4	0	-1e10	0	0.2220	0	-1e10	0	7.9888	0	-1e10	0	-1e10	0	2294	0	2129	0	456.5	0	1.795	0	7.7773	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.933760	0	0.000008	0	-0.992100	0	0.000006	0	39.50	0	-0.07	0	7.8989	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	120.20	0	10.5740	0	34.6720	0	1026.602	0	119.289	0	177.50	0	65.3	0	-1e10	0	0.2768	0	-1e10	0	7.9781	0	-1e10	0	-1e10	0	2300	0	2139	0	470.2	0	1.771	0	7.7687	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.934400	0	0.000009	0	-0.992700	0	0.000012	0	39.50	0	-0.06	0	7.9014	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	128.40	0	13.8266	0	35.6164	0	1026.708	0	127.424	0	174.89	0	69.3	0	-1e10	0	0.5603	0	-1e10	0	7.9461	0	-1e10	0	-1e10	0	2343	0	2168	0	521.4	0	1.930	0	7.7858	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.934660	0	0.000011	0	-0.993000	0	0.000009	0	39.40	0	-0.06	0	7.9669	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	136.50	0	10.5383	0	34.7460	0	1026.666	0	135.460	0	172.27	0	63.3	0	-1e10	0	0.1781	0	-1e10	0	7.9724	0	-1e10	0	-1e10	0	2304	0	2144	0	476.7	0	1.750	0	7.7634	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.934780	0	0.000011	0	-0.993100	0	0.000008	0	39.40	0	-0.08	0	7.8988	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	143.20	0	10.5947	0	34.8083	0	1026.705	0	142.107	0	168.22	0	62.0	0	-1e10	0	0.1470	0	-1e10	0	7.9689	0	-1e10	0	-1e10	0	2306	0	2147	0	481.2	0	1.744	0	7.7611	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.934980	0	0.000012	0	-0.993400	0	0.000008	0	39.30	0	-0.07	0	7.8974	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	151.40	0	10.6999	0	34.9128	0	1026.768	0	150.241	0	161.76	0	59.8	0	-1e10	0	0.2936	0	-1e10	0	7.9619	0	-1e10	0	-1e10	0	2311	0	2153	0	490.4	0	1.730	0	7.7561	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.935380	0	0.000010	0	-0.993800	0	0.000009	0	39.20	0	-0.07	0	7.8952	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	160.80	0	10.7320	0	35.0077	0	1026.836	0	159.566	0	157.03	0	58.1	0	-1e10	0	0.1563	0	-1e10	0	7.9616	0	-1e10	0	-1e10	0	2315	0	2156	0	490.8	0	1.735	0	7.7567	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.935440	0	0.000011	0	-0.994000	0	0.000008	0	39.60	0	-0.07	0	7.8942	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	168.20	0	11.1645	0	35.1759	0	1026.890	0	166.906	0	150.20	0	56.1	0	-1e10	0	0.1470	0	-1e10	0	7.9578	0	-1e10	0	-1e10	0	2322	0	2160	0	496.9	0	1.758	0	7.7596	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.935480	0	0.000009	0	-0.994200	0	0.000009	0	37.20	0	-0.06	0	7.8960	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	175.10	0	11.0365	0	35.2181	0	1026.946	0	173.750	0	148.76	0	55.5	0	-1e10	0	0.1440	0	-1e10	0	7.9522	0	-1e10	0	-1e10	0	2323	0	2165	0	503.9	0	1.731	0	7.7525	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.935920	0	0.000013	0	-0.994400	0	0.000010	0	39.70	0	-0.06	0	7.8953	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	183.00	0	10.6495	0	35.1788	0	1026.985	0	181.586	0	150.56	0	55.7	0	-1e10	0	0.1404	0	-1e10	0	7.9493	0	-1e10	0	-1e10	0	2321	0	2167	0	506.4	0	1.693	0	7.7444	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.936320	0	0.000011	0	-0.994600	0	0.000008	0	38.60	0	-0.06	0	7.8939	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	191.50	0	10.0932	0	35.1274	0	1027.042	0	190.016	0	152.18	0	55.6	0	-1e10	0	0.1430	0	-1e10	0	7.9466	0	-1e10	0	-1e10	0	2319	0	2169	0	508.3	0	1.645	0	7.7340	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.936820	0	0.000009	0	-0.994900	0	0.000008	0	39.30	0	-0.07	0	7.8906	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	200.40	0	9.8221	0	35.1086	0	1027.074	0	198.843	0	151.94	0	55.2	0	-1e10	0	0.1423	0	-1e10	0	7.9444	0	-1e10	0	-1e10	0	2318	0	2171	0	510.2	0	1.619	0	7.7283	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.937120	0	0.000012	0	-0.995200	0	0.000008	0	38.50	0	-0.06	0	7.8878	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	211.00	0	9.5458	0	35.1175	0	1027.127	0	209.355	0	149.73	0	54.0	0	-1e10	0	0.1440	0	-1e10	0	7.9426	0	-1e10	0	-1e10	0	2319	0	2173	0	511.5	0	1.595	0	7.7230	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.937420	0	0.000010	0	-0.995700	0	0.000009	0	38.20	0	-0.08	0	7.8838	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	214.60	0	9.3939	0	35.1142	0	1027.150	0	212.925	0	151.32	0	54.4	0	-1e10	0	0.1458	0	-1e10	0	7.9432	0	-1e10	0	-1e10	0	2318	0	2174	0	510.2	0	1.587	0	7.7215	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.937490	0	0.000011	0	-0.996500	0	0.000010	0	38.10	0	-0.07	0	7.8854	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	200.20	0	9.7862	0	35.1119	0	1027.082	0	198.644	0	154.47	0	56.0	0	-1e10	0	0.1434	0	-1e10	0	7.9490	0	-1e10	0	-1e10	0	2319	0	2169	0	504.2	0	1.632	0	7.7321	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.936890	0	0.000009	0	-0.996900	0	0.000008	0	36.90	0	-0.06	0	7.8916	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	192.80	0	9.9213	0	35.1213	0	1027.067	0	191.305	0	154.55	0	56.2	0	-1e10	0	0.1487	0	-1e10	0	7.9524	0	-1e10	0	-1e10	0	2319	0	2168	0	500.4	0	1.654	0	7.7371	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.936610	0	0.000012	0	-0.997000	0	0.000010	0	37.50	0	-0.06	0	7.8929	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	185.40	0	10.3158	0	35.1553	0	1027.025	0	183.966	0	153.42	0	56.3	0	-1e10	0	0.1440	0	-1e10	0	7.9565	0	-1e10	0	-1e10	0	2321	0	2165	0	496.3	0	1.695	0	7.7465	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.936130	0	0.000012	0	-0.997000	0	0.000009	0	37.10	0	-0.05	0	7.8951	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	176.80	0	10.8420	0	35.2118	0	1026.976	0	175.436	0	152.44	0	56.6	0	-1e10	0	0.1617	0	-1e10	0	7.9589	0	-1e10	0	-1e10	0	2323	0	2163	0	494.8	0	1.742	0	7.7562	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.935670	0	0.000010	0	-0.997100	0	0.000013	0	37.50	0	-0.05	0	7.8995	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	168.60	0	11.2358	0	35.2278	0	1026.917	0	167.303	0	154.45	0	57.8	0	-1e10	0	0.1530	0	-1e10	0	7.9589	0	-1e10	0	-1e10	0	2324	0	2162	0	495.9	0	1.769	0	7.7617	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.935410	0	0.000013	0	-0.997200	0	0.000010	0	37.10	0	-0.07	0	7.9057	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	160.80	0	10.9307	0	35.0786	0	1026.856	0	159.566	0	162.24	0	60.3	0	-1e10	0	0.3105	0	-1e10	0	7.9589	0	-1e10	0	-1e10	0	2318	0	2159	0	495.1	0	1.743	0	7.7570	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.935510	0	0.000009	0	-0.997200	0	0.000008	0	36.90	0	-0.07	0	7.9079	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	151.20	0	10.7252	0	34.9252	0	1026.773	0	150.043	0	170.03	0	62.8	0	-1e10	0	0.1470	0	-1e10	0	7.9669	0	-1e10	0	-1e10	0	2312	0	2151	0	484.3	0	1.751	0	7.7613	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.935090	0	0.000009	0	-0.997100	0	0.000007	0	36.10	0	-0.07	0	7.9095	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	143.80	0	10.6618	0	34.8494	0	1026.725	0	142.702	0	173.58	0	64.0	0	-1e10	0	0.1785	0	-1e10	0	7.9706	0	-1e10	0	-1e10	0	2308	0	2148	0	479.4	0	1.757	0	7.7637	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.934870	0	0.000013	0	-0.997100	0	0.000012	0	36.20	0	-0.08	0	7.9097	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	136.40	0	10.5860	0	34.7895	0	1026.692	0	135.361	0	177.58	0	65.4	0	-1e10	0	0.2303	0	-1e10	0	7.9751	0	-1e10	0	-1e10	0	2306	0	2144	0	473.8	0	1.766	0	7.7666	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.934630	0	0.000012	0	-0.997000	0	0.000009	0	35.90	0	-0.07	0	7.9113	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	127.00	0	10.5324	0	34.7143	0	1026.642	0	126.035	0	182.50	0	67.1	0	-1e10	0	0.1628	0	-1e10	0	7.9810	0	-1e10	0	-1e10	0	2302	0	2139	0	466.6	0	1.780	0	7.7711	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.934290	0	0.000010	0	-0.997000	0	0.000006	0	35.50	0	-0.07	0	7.9134	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	119.60	0	10.6094	0	34.6806	0	1026.602	0	118.694	0	187.29	0	68.9	0	-1e10	0	0.2490	0	-1e10	0	7.9879	0	-1e10	0	-1e10	0	2301	0	2135	0	458.5	0	1.810	0	7.7786	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.933830	0	0.000010	0	-0.997000	0	0.000008	0	35.60	0	-0.07	0	7.9195	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	112.00	0	10.5580	0	34.5791	0	1026.532	0	111.153	0	194.17	0	71.3	0	-1e10	0	0.2850	0	-1e10	0	7.9972	0	-1e10	0	-1e10	0	2296	0	2128	0	447.2	0	1.835	0	7.7866	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.933270	0	0.000012	0	-0.996700	0	0.000009	0	35.00	0	-0.07	0	7.9233	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	103.80	0	10.4458	0	34.4264	0	1026.432	0	103.017	0	202.16	0	74.0	0	-1e10	0	0.4830	0	-1e10	0	8.0156	0	-1e10	0	-1e10	0	2289	0	2115	0	425.5	0	1.887	0	7.8023	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.932210	0	0.000012	0	-0.996300	0	0.000008	0	34.60	0	-0.07	0	7.9245	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	99.20	0	11.0097	0	34.4606	0	1026.359	0	98.453	0	204.90	0	75.9	0	-1e10	0	0.2805	0	-1e10	0	8.0353	0	-1e10	0	-1e10	0	2291	0	2104	0	405.0	0	2.006	0	7.8295	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.930730	0	0.000007	0	-0.995500	0	0.000004	0	34.50	0	-0.07	0	7.9376	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	94.00	0	11.1567	0	34.4780	0	1026.346	0	93.294	0	206.93	0	77.0	0	-1e10	0	0.7249	0	-1e10	0	8.0413	0	-1e10	0	-1e10	0	2292	0	2102	0	399.1	0	2.043	0	7.8373	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.930310	0	0.000012	0	-0.995400	0	0.000011	0	34.00	0	-0.07	0	7.9438	0
25420901	3	C	04/04/2025	16:10	-74.825	35.811	0	89.20	0	11.3468	0	34.4951	0	1026.325	0	88.531	0	208.46	0	77.8	0	-1e10	0	0.4500	0	-1e10	0	8.0545	0	-1e10	0	-1e10	0	2293	0	2095	0	385.8	0	2.113	0	7.8528	0	-1e10	0	-1e10	0	-1e10	0	-1e10	0	-0.929450	0	0.000008	0	-0.995100	0	0.000005	0	34.60	0	-0.07	0	7.9494	0
