	Model	SN	O2Concentration[uM]	AirSaturation[%]	Temperature[Deg.C]	CalPhase[Deg]	TCPhase[Deg]	C1RPh[Deg]	C2RPh[Deg]	C1Amp[mV]	C2Amp[mV]	RawTemp[mV]
2025-05-22 16:00:14.918	4330	4311	3.12E+02	1.01E+02	1.58E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.70E+02
2025-05-22 16:00:17.622												
2025-05-22 16:00:17.926	4330	4311	3.12E+02	1.01E+02	1.58E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.70E+02
2025-05-22 16:00:20.619												
2025-05-22 16:00:20.917	4330	4311	3.12E+02	1.01E+02	1.58E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.70E+02
2025-05-22 16:00:23.624												
2025-05-22 16:00:23.923	4330	4311	3.12E+02	1.01E+02	1.58E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.70E+02
2025-05-22 16:00:26.613												
2025-05-22 16:00:26.917	4330	4311	3.12E+02	1.01E+02	1.58E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.70E+02
2025-05-22 16:00:29.623												
2025-05-22 16:00:29.925	4330	4311	3.11E+02	1.01E+02	1.58E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.70E+02
2025-05-22 16:00:32.614												
2025-05-22 16:00:32.922	4330	4311	3.12E+02	1.01E+02	1.58E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:00:35.622												
2025-05-22 16:00:35.927	4330	4311	3.11E+02	1.01E+02	1.58E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:00:38.613												
2025-05-22 16:00:38.917	4330	4311	3.11E+02	1.01E+02	1.58E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:00:41.621												
2025-05-22 16:00:41.923	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:00:44.616												
2025-05-22 16:00:44.914	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:00:47.619												
2025-05-22 16:00:47.923	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:00:50.614												
2025-05-22 16:00:50.915	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:00:53.622												
2025-05-22 16:00:53.928	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:00:56.611												
2025-05-22 16:00:56.915	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:00:59.620												
2025-05-22 16:00:59.926	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:01:02.613												
2025-05-22 16:01:02.919	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.51E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:01:05.622												
2025-05-22 16:01:05.924	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:01:08.627												
2025-05-22 16:01:08.912	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:01:11.621												
2025-05-22 16:01:11.923	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:01:14.630												
2025-05-22 16:01:14.914	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:01:17.621												
2025-05-22 16:01:17.925	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:01:20.630												
2025-05-22 16:01:20.913	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:01:23.620												
2025-05-22 16:01:23.921	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:01:26.626												
2025-05-22 16:01:26.914	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:01:29.621												
2025-05-22 16:01:29.922	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:01:32.628												
2025-05-22 16:01:32.914	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:01:35.618												
2025-05-22 16:01:35.921	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:01:38.629												
2025-05-22 16:01:38.912	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:01:41.612												
2025-05-22 16:01:41.911	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:01:44.628												
2025-05-22 16:01:44.905	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:01:47.617												
2025-05-22 16:01:47.920	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:01:50.626												
2025-05-22 16:01:50.912	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:01:53.619												
2025-05-22 16:01:53.918	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:01:56.625												
2025-05-22 16:01:56.913	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:01:59.615												
2025-05-22 16:01:59.924	4330	4311	3.11E+02	1.00E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:02.628												
2025-05-22 16:02:02.910	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:05.619												
2025-05-22 16:02:05.920	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:08.625												
2025-05-22 16:02:08.911	4330	4311	3.11E+02	1.00E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:11.620												
2025-05-22 16:02:11.919	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:14.623												
2025-05-22 16:02:14.904	4330	4311	3.10E+02	1.00E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:17.609												
2025-05-22 16:02:17.908	4330	4311	3.10E+02	1.00E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:20.619												
2025-05-22 16:02:20.902	4330	4311	3.10E+02	1.00E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:23.619												
2025-05-22 16:02:23.922	4330	4311	3.10E+02	1.00E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:26.623												
2025-05-22 16:02:26.913	4330	4311	3.10E+02	1.00E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:29.613												
2025-05-22 16:02:29.920	4330	4311	3.10E+02	1.00E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:32.621												
2025-05-22 16:02:32.926	4330	4311	3.10E+02	1.00E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:35.614												
2025-05-22 16:02:35.922	4330	4311	3.10E+02	1.00E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:38.623												
2025-05-22 16:02:38.925	4330	4311	3.10E+02	1.00E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.68E+02
2025-05-22 16:02:41.616												
2025-05-22 16:02:41.918	4330	4311	3.11E+02	1.00E+02	1.58E+01	3.09E+01	3.19E+01	3.95E+01	7.52E+00	7.00E+02	8.45E+02	3.70E+02
2025-05-22 16:02:44.623												
2025-05-22 16:02:44.927	4330	4311	3.11E+02	1.01E+02	1.58E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.70E+02
2025-05-22 16:02:47.615												
2025-05-22 16:02:47.917	4330	4311	3.11E+02	1.01E+02	1.58E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	7.00E+02	8.45E+02	3.69E+02
2025-05-22 16:02:50.621												
2025-05-22 16:02:50.930	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:02:53.613												
2025-05-22 16:02:53.918	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:02:56.622												
2025-05-22 16:02:56.930	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:02:59.612												
2025-05-22 16:02:59.916	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:03:02.623												
2025-05-22 16:03:02.924	4330	4311	3.11E+02	1.01E+02	1.58E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.70E+02
2025-05-22 16:03:05.615												
2025-05-22 16:03:05.915	4330	4311	3.12E+02	1.01E+02	1.58E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:03:08.620												
2025-05-22 16:03:08.924	4330	4311	3.12E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:03:11.612												
2025-05-22 16:03:11.913	4330	4311	3.12E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:03:14.623												
2025-05-22 16:03:14.921	4330	4311	3.12E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:03:17.612												
2025-05-22 16:03:17.917	4330	4311	3.12E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:03:20.622												
2025-05-22 16:03:20.921	4330	4311	3.12E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:03:23.615												
2025-05-22 16:03:23.913	4330	4311	3.12E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:03:26.618												
2025-05-22 16:03:26.923	4330	4311	3.12E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.69E+02
2025-05-22 16:03:29.613												
2025-05-22 16:03:29.919	4330	4311	3.12E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:03:32.618												
2025-05-22 16:03:32.927	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:03:35.614												
2025-05-22 16:03:35.914	4330	4311	3.12E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:03:38.618												
2025-05-22 16:03:38.921	4330	4311	3.12E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:03:41.610												
2025-05-22 16:03:41.914	4330	4311	3.12E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:03:44.620												
2025-05-22 16:03:44.924	4330	4311	3.12E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:03:47.609												
2025-05-22 16:03:47.913	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:03:50.620												
2025-05-22 16:03:50.923	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.51E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:03:53.611												
2025-05-22 16:03:53.919	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:03:56.617												
2025-05-22 16:03:56.921	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:03:59.612												
2025-05-22 16:03:59.915	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:04:02.617												
2025-05-22 16:04:02.921	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:04:05.611												
2025-05-22 16:04:05.911	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:04:08.616												
2025-05-22 16:04:08.920	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:04:11.608												
2025-05-22 16:04:11.910	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:04:14.615												
2025-05-22 16:04:14.920	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.51E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:04:17.608												
2025-05-22 16:04:17.912	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:04:20.617												
2025-05-22 16:04:20.920	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.68E+02
2025-05-22 16:04:23.609												
2025-05-22 16:04:23.912	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:04:26.615												
2025-05-22 16:04:26.921	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:04:29.620												
2025-05-22 16:04:29.910	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:04:32.619												
2025-05-22 16:04:32.917	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:04:35.625												
2025-05-22 16:04:35.911	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:04:38.615												
2025-05-22 16:04:38.917	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:04:41.624												
2025-05-22 16:04:41.911	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:04:44.614												
2025-05-22 16:04:44.921	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.51E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:04:47.625												
2025-05-22 16:04:47.911	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:04:50.611												
2025-05-22 16:04:50.916	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:04:53.622												
2025-05-22 16:04:53.909	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:04:56.616												
2025-05-22 16:04:56.920	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:04:59.620												
2025-05-22 16:04:59.913	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:05:02.614												
2025-05-22 16:05:02.923	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.51E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:05:05.625												
2025-05-22 16:05:05.908	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.51E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:05:08.615												
2025-05-22 16:05:08.918	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.51E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:05:11.621												
2025-05-22 16:05:11.913	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:05:14.618												
2025-05-22 16:05:14.922	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:05:17.620												
2025-05-22 16:05:17.908	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.51E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:05:20.614												
2025-05-22 16:05:20.923	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.51E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:05:23.624												
2025-05-22 16:05:23.910	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.51E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:05:26.614												
2025-05-22 16:05:26.919	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:05:29.622												
2025-05-22 16:05:29.909	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:05:32.617												
2025-05-22 16:05:32.917	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:05:35.623												
2025-05-22 16:05:35.908	4330	4311	3.11E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.67E+02
2025-05-22 16:05:38.617												
2025-05-22 16:05:38.920	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:05:41.625												
2025-05-22 16:05:41.908	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:05:44.615												
2025-05-22 16:05:44.920	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:05:47.622												
2025-05-22 16:05:47.907	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:05:50.611												
2025-05-22 16:05:50.914	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:05:53.619												
2025-05-22 16:05:53.907	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:05:56.614												
2025-05-22 16:05:56.917	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:05:59.621												
2025-05-22 16:05:59.926	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:02.610												
2025-05-22 16:06:02.915	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:05.619												
2025-05-22 16:06:05.922	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:08.610												
2025-05-22 16:06:08.913	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:11.619												
2025-05-22 16:06:11.923	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:14.613												
2025-05-22 16:06:14.913	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:17.618												
2025-05-22 16:06:17.924	4330	4311	3.10E+02	1.01E+02	1.59E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:20.613												
2025-05-22 16:06:20.913	4330	4311	3.10E+02	1.01E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:23.619												
2025-05-22 16:06:23.918	4330	4311	3.10E+02	1.01E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:26.611												
2025-05-22 16:06:26.916	4330	4311	3.10E+02	1.00E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:29.620												
2025-05-22 16:06:29.922	4330	4311	3.10E+02	1.01E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:32.610												
2025-05-22 16:06:32.913	4330	4311	3.10E+02	1.00E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:35.616												
2025-05-22 16:06:35.923	4330	4311	3.10E+02	1.00E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:38.610												
2025-05-22 16:06:38.914	4330	4311	3.10E+02	1.00E+02	1.60E+01	3.09E+01	3.19E+01	3.94E+01	7.52E+00	6.99E+02	8.45E+02	3.66E+02
2025-05-22 16:06:41.622												
